easy_sample_02_3.txt
rows=3969
cols=3850
(1, 1420, -854)
(1, 3078, -383)
(1, 1413, -623)
(1, 560, 23)
(1, 2501, -878)
(1, 444, -524)
(1, 1734, 471)
(2, 1877, -626)
(2, 1509, -628)
(2, 753, -882)
(2, 2685, 142)
(2, 630, 322)
(2, 2482, -785)
(2, 2616, -675)
(2, 2104, 94)
(2, 3172, -630)
(2, 786, -493)
(2, 1428, -766)
(2, 1850, -145)
(2, 1255, 10)
(2, 1863, -962)
(2, 208, -985)
(2, 3822, -782)
(2, 2614, -746)
(2, 1704, -921)
(2, 1676, -869)
(2, 1311, 536)
(2, 3805, -432)
(2, 1782, -704)
(2, 2222, -981)
(2, 191, -775)
(2, 2339, -442)
(2, 2951, 594)
(2, 2346, -698)
(2, 2883, -314)
(2, 1733, -500)
(2, 1066, 92)
(2, 48, 449)
(2, 2320, -625)
(2, 110, -552)
(2, 2421, -910)
(2, 2686, 438)
(2, 807, -540)
(2, 804, 229)
(2, 1802, -983)
(2, 191, 177)
(2, 1611, -897)
(2, 1591, -1008)
(2, 275, -573)
(2, 1364, 578)
(2, 3197, -552)
(2, 1087, 695)
(2, 266, -882)
(2, 1909, 684)
(2, 102, -821)
(2, 393, -348)
(2, 1828, 871)
(2, 1231, -836)
(2, 2746, 545)
(2, 917, -661)
(2, 269, -749)
(2, 1317, -917)
(2, 996, 250)
(2, 2713, 350)
(2, 1752, -520)
(2, 919, -569)
(2, 2616, 98)
(2, 1279, -480)
(2, 583, 748)
(2, 1752, -703)
(2, 525, -1006)
(2, 19, -676)
(2, 145, -657)
(2, 3774, -967)
(2, 1717, -271)
(2, 196, -811)
(2, 538, 640)
(2, 501, -924)
(2, 1470, -1001)
(2, 29, -629)
(2, 1387, -605)
(2, 3523, -744)
(2, 3680, -640)
(2, 1889, 341)
(2, 1290, 431)
(2, 3418, -373)
(2, 1077, -561)
(2, 555, -559)
(2, 3378, -469)
(2, 1035, -394)
(2, 2416, -584)
(2, 355, -549)
(2, 1259, -732)
(2, 1849, -792)
(2, 1618, 74)
(2, 3607, -635)
(2, 1608, -676)
(2, 3552, -566)
(2, 1568, -916)
(2, 437, -743)
(2, 1220, -789)
(2, 310, -657)
(2, 1320, -629)
(2, 2852, 587)
(2, 644, -948)
(2, 2987, -515)
(2, 3435, -996)
(2, 733, -693)
(2, 3166, 525)
(2, 1395, 788)
(2, 600, -115)
(2, 96, 846)
(2, 1067, -657)
(2, 1897, 365)
(2, 2056, 400)
(2, 1415, -904)
(2, 3386, -1016)
(2, 159, -530)
(2, 2693, -455)
(2, 1226, -963)
(2, 1716, -780)
(2, 2244, -826)
(2, 1524, -418)
(2, 135, -206)
(2, 901, 1008)
(2, 419, -1019)
(2, 801, -667)
(2, 2280, 36)
(2, 1344, 713)
(2, 843, -950)
(2, 408, -673)
(2, 2771, -609)
(2, 1277, -997)
(2, 1387, -942)
(2, 504, -120)
(2, 515, -554)
(2, 2370, -638)
(2, 2023, -104)
(2, 1612, -794)
(2, 1511, -124)
(2, 3273, -605)
(2, 1245, -951)
(2, 1235, -743)
(2, 1080, -607)
(2, 1208, -754)
(2, 141, -782)
(2, 1052, -670)
(2, 1801, 829)
(2, 2332, -744)
(2, 1290, -767)
(2, 704, -656)
(2, 1869, 835)
(2, 2938, -930)
(2, 1202, -539)
(2, 1036, -430)
(2, 1333, -767)
(2, 303, 808)
(2, 1362, 358)
(2, 2241, -757)
(2, 1392, 595)
(2, 2061, -523)
(2, 1243, -773)
(2, 890, -835)
(2, 535, -527)
(2, 1087, -162)
(2, 1617, 153)
(2, 1575, -895)
(2, 75, 634)
(2, 121, -167)
(2, 3641, -1015)
(2, 3775, -635)
(2, 1470, -1015)
(2, 372, 848)
(2, 605, -987)
(2, 1115, -922)
(2, 433, -288)
(2, 1417, -573)
(2, 431, -729)
(2, 3485, -596)
(2, 3117, -682)
(2, 2018, -971)
(2, 1899, -990)
(2, 349, -988)
(2, 402, -324)
(2, 3587, 665)
(2, 756, -792)
(3, 1798, 271)
(3, 1323, -1015)
(3, 3332, -65)
(3, 476, -646)
(3, 782, -584)
(3, 425, -819)
(3, 3080, 981)
(3, 2302, -678)
(3, 3093, 695)
(3, 1896, -838)
(3, 1939, -967)
(3, 1617, 113)
(3, 3113, -930)
(3, 1435, 812)
(3, 1694, -692)
(3, 3472, -843)
(3, 3448, -908)
(3, 87, -622)
(3, 1006, -552)
(3, 12, -764)
(3, 1888, 389)
(3, 2906, -881)
(3, 293, -578)
(3, 873, 537)
(3, 944, -906)
(3, 2236, 380)
(3, 1249, -675)
(3, 2825, -957)
(3, 558, -667)
(3, 3533, -587)
(3, 221, -320)
(3, 2076, 760)
(3, 1859, 583)
(3, 552, -891)
(3, 757, -803)
(3, 1793, -954)
(3, 340, -625)
(3, 1358, -899)
(3, 650, -516)
(3, 772, 61)
(3, 1777, 396)
(3, 1850, 227)
(3, 1070, -974)
(3, 3331, -611)
(3, 1398, -980)
(3, 468, -988)
(3, 1358, -931)
(3, 238, -647)
(3, 293, -741)
(3, 172, 954)
(3, 450, -1)
(3, 1545, -759)
(3, 1329, -601)
(3, 2665, -933)
(3, 1805, -765)
(3, 3586, -163)
(3, 1328, 213)
(3, 1530, 959)
(3, 1854, -782)
(3, 3351, -716)
(3, 1385, 844)
(3, 536, -877)
(3, 1788, -598)
(3, 1603, -782)
(3, 1012, 795)
(3, 699, -922)
(3, 1000, -622)
(3, 1978, -513)
(3, 106, -682)
(3, 630, -649)
(3, 3088, -717)
(3, 613, -151)
(3, 1503, -956)
(3, 1084, 832)
(3, 341, 981)
(3, 3146, -1005)
(3, 859, -728)
(3, 1677, -678)
(3, 1598, -681)
(3, 489, 800)
(3, 2390, 994)
(3, 639, -28)
(3, 2935, 75)
(3, 998, 436)
(3, 1769, -583)
(3, 1721, 503)
(3, 156, -569)
(3, 1848, 659)
(3, 858, -714)
(3, 750, -962)
(3, 490, -623)
(3, 955, -837)
(3, 79, -611)
(3, 21, -310)
(3, 1206, -532)
(3, 2720, 519)
(3, 3431, -673)
(3, 1858, 679)
(4, 3300, 981)
(4, 1070, -852)
(4, 3009, -933)
(4, 2217, -1021)
(4, 1187, 339)
(4, 1522, -558)
(4, 3382, -593)
(4, 504, 679)
(4, 623, 970)
(4, 362, 171)
(4, 323, -807)
(4, 1785, -616)
(4, 152, 266)
(4, 319, -806)
(4, 846, 897)
(4, 1708, -498)
(4, 1831, -935)
(4, 600, -756)
(4, 168, -676)
(4, 3625, -1023)
(4, 2336, 773)
(4, 3848, 8)
(4, 3238, -784)
(4, 608, -858)
(4, 932, 978)
(4, 118, -628)
(4, 489, -918)
(4, 3282, -919)
(4, 1073, -803)
(4, 119, -879)
(4, 505, 752)
(4, 2213, -985)
(4, 171, -792)
(4, 1345, -868)
(4, 34, -690)
(4, 483, -608)
(4, 1839, -541)
(4, 2186, 24)
(4, 2327, 663)
(4, 333, -536)
(4, 850, -642)
(4, 1605, -507)
(4, 690, -796)
(4, 868, -700)
(4, 3372, -901)
(4, 1419, 483)
(4, 326, -1019)
(4, 2156, 607)
(4, 1577, 63)
(4, 60, 735)
(4, 275, -212)
(4, 2804, -626)
(4, 1486, -583)
(4, 561, -736)
(4, 1026, -742)
(4, 3056, -974)
(4, 3261, -597)
(4, 77, -553)
(4, 3273, -885)
(4, 2898, -835)
(4, 897, -916)
(4, 910, -41)
(4, 464, 372)
(4, 1413, 746)
(4, 1397, -895)
(4, 486, -848)
(4, 2724, 657)
(4, 925, -176)
(4, 281, -574)
(4, 902, -637)
(4, 53, 544)
(4, 3152, -748)
(4, 1717, 33)
(5, 477, -980)
(5, 1091, 533)
(5, 261, 550)
(5, 783, -123)
(5, 1472, 266)
(5, 918, 928)
(5, 1769, -664)
(5, 625, -431)
(5, 420, -875)
(5, 3771, 312)
(5, 648, -774)
(5, 567, -286)
(5, 615, -503)
(5, 26, -319)
(5, 144, 1007)
(5, 154, -524)
(5, 594, -516)
(5, 496, -628)
(5, 61, -545)
(5, 430, -744)
(5, 642, -921)
(5, 571, -818)
(5, 1419, -553)
(5, 3837, 386)
(5, 815, 935)
(5, 1342, -872)
(5, 1194, -214)
(5, 759, -22)
(5, 1095, -196)
(5, 2314, -610)
(5, 1124, -28)
(5, 4, -936)
(5, 2727, -904)
(5, 1508, -162)
(5, 234, -615)
(5, 297, -945)
(5, 1772, 596)
(5, 2964, -707)
(5, 1986, -518)
(5, 1913, -566)
(5, 304, 297)
(5, 1881, 731)
(5, 1224, -489)
(5, 1657, 512)
(5, 1879, 299)
(5, 297, 472)
(5, 293, -598)
(5, 687, -815)
(5, 1119, -673)
(5, 3235, -878)
(5, 445, -157)
(5, 2057, -879)
(5, 130, -670)
(5, 738, -522)
(5, 1218, 455)
(5, 3489, -852)
(5, 743, -691)
(5, 919, -678)
(5, 717, -532)
(5, 886, 17)
(5, 1650, -703)
(5, 1940, -930)
(5, 1919, 21)
(5, 1785, 322)
(5, 1175, 601)
(5, 2932, -573)
(5, 2187, 147)
(5, 186, -658)
(5, 972, -664)
(5, 1810, -722)
(5, 1566, -551)
(5, 1710, -825)
(5, 995, 634)
(5, 3032, -824)
(5, 1482, 896)
(5, 1488, -918)
(5, 1240, -172)
(5, 985, -211)
(5, 1110, 507)
(5, 356, -622)
(5, 1313, -831)
(5, 1113, -124)
(5, 1338, 103)
(5, 121, -812)
(5, 648, -654)
(5, 266, -686)
(5, 284, -516)
(5, 1218, -397)
(5, 221, 171)
(5, 3762, -765)
(5, 893, -493)
(5, 1518, 110)
(5, 281, -611)
(5, 242, -606)
(5, 913, 20)
(5, 416, -343)
(5, 1286, -709)
(5, 3602, -635)
(5, 1896, -1013)
(5, 1458, -840)
(5, 1299, -570)
(5, 1261, -460)
(5, 1193, -770)
(5, 249, 814)
(5, 1492, -515)
(5, 1270, -448)
(5, 2028, -593)
(5, 1839, 600)
(5, 79, 581)
(5, 1015, 601)
(5, 713, -879)
(5, 1505, -916)
(5, 2685, 172)
(5, 1911, 830)
(5, 1337, -967)
(5, 1546, 687)
(5, 1095, 171)
(5, 1799, -546)
(5, 1294, 953)
(5, 429, 930)
(5, 418, -795)
(5, 2177, -968)
(5, 348, -872)
(5, 1600, -998)
(5, 852, -267)
(5, 1369, 222)
(5, 1072, -716)
(5, 1293, 864)
(5, 263, -557)
(5, 2218, 668)
(5, 879, -680)
(5, 1654, -599)
(5, 2493, -673)
(5, 3081, -927)
(5, 1522, -677)
(5, 423, -872)
(5, 614, 517)
(5, 3658, 428)
(5, 1939, -368)
(5, 1599, 320)
(6, 1168, 807)
(6, 1069, -753)
(6, 2500, -454)
(6, 1554, -820)
(6, 1590, -30)
(6, 1217, -962)
(6, 6, -855)
(6, 1802, -718)
(6, 35, -569)
(6, 279, 930)
(6, 1660, -675)
(6, 3598, -768)
(6, 1430, -480)
(6, 3769, -271)
(6, 1901, -782)
(6, 1818, -956)
(6, 1815, -575)
(6, 827, -403)
(6, 3594, -1006)
(6, 2932, -468)
(6, 1581, 636)
(6, 1730, 360)
(6, 347, -86)
(6, 1249, 328)
(6, 543, -515)
(6, 283, -622)
(6, 628, -464)
(6, 1906, -822)
(6, 170, 70)
(6, 1859, -422)
(6, 71, -773)
(6, 885, -715)
(6, 1277, 856)
(6, 413, -1020)
(6, 1409, -829)
(6, 951, -16)
(6, 612, -719)
(6, 251, -987)
(6, 1067, -625)
(6, 1643, -980)
(6, 980, -754)
(6, 317, -294)
(6, 502, -921)
(6, 3399, -861)
(6, 2072, -531)
(6, 1475, -999)
(6, 530, -472)
(6, 1831, -608)
(6, 2507, -617)
(6, 3197, -544)
(6, 154, 311)
(6, 3021, -917)
(6, 454, -997)
(6, 1452, -615)
(6, 802, -519)
(6, 174, -653)
(6, 782, -968)
(6, 2089, -563)
(6, 577, -532)
(6, 2299, -753)
(6, 186, -882)
(6, 1127, -925)
(6, 1679, 656)
(6, 1597, -757)
(6, 60, -706)
(6, 1815, 336)
(6, 627, -587)
(6, 3014, 173)
(6, 1810, -540)
(6, 1100, 763)
(6, 288, -992)
(6, 2871, 714)
(6, 198, 438)
(6, 774, -614)
(6, 3310, -520)
(6, 3292, 218)
(6, 397, -935)
(6, 1301, -911)
(6, 1860, -727)
(6, 293, 91)
(6, 1911, -625)
(6, 69, -718)
(6, 1176, 197)
(6, 701, -834)
(6, 1120, -809)
(6, 290, 721)
(6, 1761, 480)
(6, 1424, -712)
(6, 81, -506)
(6, 3239, 800)
(6, 2630, -1001)
(7, 2837, -790)
(7, 1840, -40)
(7, 1888, 143)
(7, 2586, -777)
(7, 1691, -541)
(7, 1164, -886)
(7, 853, -694)
(7, 1121, 935)
(7, 208, 313)
(7, 1831, -330)
(7, 1274, -870)
(7, 953, -596)
(7, 3355, -813)
(7, 1601, -264)
(7, 2992, 734)
(7, 2909, -938)
(7, 1209, 335)
(7, 3123, -548)
(7, 1347, -932)
(7, 1609, -696)
(7, 1051, -601)
(7, 1397, -765)
(7, 637, -872)
(7, 3663, 337)
(7, 650, 526)
(7, 481, -619)
(7, 768, -983)
(7, 880, 498)
(7, 2819, -717)
(7, 3680, -762)
(7, 2419, -655)
(7, 1171, -718)
(7, 611, -589)
(7, 3816, -323)
(7, 1236, -739)
(7, 507, -562)
(7, 1789, -951)
(7, 1855, -895)
(7, 124, 394)
(7, 866, -912)
(7, 2679, -690)
(7, 243, -568)
(7, 60, -12)
(7, 517, 560)
(7, 1874, -540)
(7, 1443, -586)
(7, 859, 104)
(7, 557, -541)
(7, 509, -837)
(7, 3056, 983)
(7, 3206, -793)
(7, 1148, 429)
(7, 846, -693)
(7, 3824, -77)
(7, 2096, 445)
(7, 2180, 539)
(7, 2511, -860)
(7, 1831, -551)
(7, 2638, -772)
(7, 1517, -956)
(7, 1776, 189)
(7, 827, 947)
(7, 2925, -795)
(7, 762, 568)
(7, 2990, -849)
(7, 1047, -732)
(7, 1772, 167)
(7, 1575, -879)
(7, 995, -995)
(7, 785, -790)
(7, 921, -816)
(7, 1084, 869)
(7, 1899, -152)
(7, 3191, 413)
(7, 880, 0)
(7, 862, -558)
(7, 122, -456)
(7, 608, 669)
(7, 1470, -873)
(7, 80, -983)
(7, 1641, -804)
(7, 1275, -941)
(7, 1969, -108)
(7, 481, 514)
(7, 663, -34)
(7, 451, -921)
(7, 292, -819)
(7, 1241, -715)
(7, 3532, -566)
(7, 1939, 647)
(7, 1277, -685)
(7, 804, -137)
(7, 1575, 292)
(7, 249, 479)
(7, 1581, -1014)
(7, 2753, 800)
(7, 3127, -932)
(7, 1273, -260)
(7, 3792, 150)
(7, 2799, -728)
(7, 1571, -963)
(7, 3037, -884)
(7, 3450, -1008)
(7, 1279, -973)
(7, 189, -586)
(7, 651, 598)
(7, 2136, -782)
(7, 168, 505)
(7, 718, -805)
(7, 136, -919)
(7, 1091, -15)
(7, 1847, -936)
(7, 943, -546)
(7, 3409, -744)
(7, 823, -740)
(7, 499, -764)
(7, 1512, 2)
(7, 1570, 750)
(7, 1092, -348)
(7, 892, -984)
(7, 2643, 600)
(7, 1591, 457)
(7, 2730, -815)
(7, 492, -1003)
(7, 1020, -938)
(8, 1858, -903)
(8, 618, 459)
(8, 3744, -681)
(8, 2249, 174)
(8, 2270, -718)
(8, 479, -950)
(8, 1504, -591)
(8, 275, -630)
(8, 1001, -978)
(8, 3614, -989)
(8, 1648, -950)
(8, 2081, 634)
(8, 1908, -842)
(8, 428, -736)
(8, 781, -88)
(8, 476, -960)
(8, 1639, -970)
(8, 1052, -627)
(8, 1426, -892)
(8, 571, 273)
(8, 219, -523)
(8, 1793, -890)
(8, 1644, -715)
(8, 1143, -941)
(8, 887, -366)
(8, 2734, -628)
(8, 1399, -928)
(8, 3752, 876)
(8, 154, -930)
(8, 962, -542)
(8, 3154, -917)
(8, 874, -509)
(8, 1779, -660)
(8, 459, 431)
(8, 431, -969)
(8, 1425, -549)
(8, 1778, -836)
(8, 819, -847)
(8, 100, -1019)
(8, 1132, -608)
(8, 1763, -846)
(8, 1848, -602)
(8, 881, -660)
(8, 3431, -543)
(8, 1343, -946)
(8, 1201, -782)
(8, 967, 368)
(8, 1298, -789)
(8, 442, -772)
(8, 2356, -721)
(8, 1329, -707)
(8, 2452, -671)
(8, 2460, 944)
(8, 3595, 651)
(8, 1895, -847)
(8, 697, -944)
(8, 1910, -544)
(8, 1442, -609)
(8, 1580, -739)
(8, 1366, -603)
(8, 785, -655)
(9, 1013, -10)
(9, 3806, -577)
(9, 318, -820)
(9, 3382, -953)
(9, 239, -315)
(9, 385, -966)
(9, 1619, -20)
(9, 2792, -633)
(9, 1420, -998)
(9, 332, -593)
(9, 467, -646)
(9, 78, 208)
(9, 1442, 464)
(9, 1444, -604)
(9, 1838, -993)
(9, 1144, -715)
(9, 1467, 929)
(9, 2240, -798)
(9, 3376, 1017)
(9, 951, -250)
(9, 3141, -648)
(9, 1729, -728)
(9, 522, 910)
(9, 611, -701)
(9, 1854, -1009)
(9, 33, -529)
(9, 56, -945)
(9, 3279, -974)
(9, 1778, -457)
(9, 1564, -735)
(9, 3425, -384)
(9, 1524, 649)
(9, 1111, -782)
(9, 1029, -643)
(9, 2833, -53)
(9, 1430, -208)
(9, 818, 422)
(9, 1442, -714)
(9, 912, -919)
(9, 786, -591)
(9, 1006, 190)
(9, 1343, -211)
(9, 1853, -545)
(9, 1423, -736)
(9, 3604, -831)
(9, 250, -654)
(9, 421, -793)
(9, 1264, -658)
(9, 1980, 129)
(9, 630, 472)
(9, 1922, 429)
(9, 219, -433)
(9, 1138, -179)
(9, 91, -963)
(9, 895, -891)
(9, 1500, -661)
(9, 3310, -161)
(9, 1372, -745)
(9, 3221, -56)
(9, 3647, 730)
(9, 3510, -287)
(9, 120, -423)
(9, 325, 360)
(9, 237, -818)
(9, 1140, -841)
(9, 1050, -657)
(9, 3343, -936)
(9, 3353, -712)
(9, 133, -399)
(9, 113, -965)
(9, 2726, -513)
(9, 3368, -819)
(9, 2888, -1020)
(9, 1068, 850)
(9, 2035, -649)
(9, 663, 1010)
(9, 641, 95)
(10, 141, -892)
(10, 519, -623)
(10, 717, -280)
(10, 316, -844)
(10, 982, -916)
(10, 279, -884)
(10, 1249, -781)
(10, 583, -682)
(10, 1731, -853)
(10, 2893, -593)
(10, 2858, 208)
(10, 2868, 137)
(10, 1344, -494)
(10, 2276, -206)
(10, 1469, -681)
(10, 3371, 943)
(10, 1579, -982)
(10, 334, -368)
(10, 475, -896)
(10, 741, -585)
(10, 3079, 54)
(10, 1260, -862)
(10, 2610, -819)
(10, 1727, 162)
(10, 1823, -643)
(10, 574, -143)
(10, 1836, 394)
(10, 3334, -909)
(10, 1752, 879)
(10, 2005, -624)
(10, 1617, -447)
(10, 1797, -56)
(10, 1398, -850)
(10, 620, -790)
(10, 532, -561)
(10, 2462, 919)
(10, 1631, 881)
(10, 150, -569)
(10, 3799, -729)
(10, 7, -892)
(10, 1775, 607)
(10, 452, -1018)
(10, 1522, 601)
(10, 158, -778)
(10, 399, -668)
(10, 2011, -1014)
(10, 915, 566)
(10, 70, -666)
(10, 1733, -700)
(10, 1699, -993)
(10, 2553, 567)
(10, 1367, -888)
(10, 2056, -1002)
(11, 1721, 199)
(11, 3518, -782)
(11, 1645, -668)
(11, 2118, -542)
(11, 452, -582)
(11, 589, -288)
(11, 2974, 233)
(11, 251, -568)
(11, 440, 724)
(11, 2104, 497)
(11, 838, -214)
(11, 600, -763)
(11, 1961, -857)
(11, 706, 529)
(11, 3607, -516)
(11, 3045, -632)
(11, 388, -145)
(11, 5, -577)
(11, 622, -919)
(11, 1696, -50)
(11, 8, 681)
(11, 2690, -590)
(11, 2599, -908)
(11, 1123, 14)
(11, 3300, -944)
(11, 2614, -37)
(11, 678, -913)
(11, 3098, -30)
(11, 2090, -605)
(11, 1497, -950)
(11, 2759, -822)
(11, 649, -717)
(11, 1703, 312)
(11, 1631, -29)
(11, 2111, -583)
(11, 994, -503)
(11, 2927, -975)
(11, 2563, -920)
(11, 91, -706)
(11, 1400, -527)
(11, 3322, -1011)
(11, 882, -959)
(11, 1518, -831)
(11, 1587, -693)
(11, 2282, -461)
(11, 1843, 383)
(11, 1515, -781)
(11, 3214, -984)
(11, 1301, -877)
(11, 2097, -580)
(11, 387, -594)
(11, 2989, -872)
(11, 1067, 1019)
(11, 383, 270)
(11, 1621, -623)
(11, 1498, -981)
(11, 578, -913)
(11, 875, -980)
(11, 1789, -308)
(11, 1254, -901)
(11, 236, -987)
(11, 2493, -649)
(12, 548, -251)
(12, 1684, -945)
(12, 3542, 316)
(12, 676, 720)
(12, 799, -888)
(12, 399, -628)
(12, 1701, -779)
(12, 1875, 622)
(12, 2674, -569)
(12, 21, -273)
(12, 1792, 152)
(12, 573, 332)
(12, 483, -674)
(12, 1669, -891)
(12, 419, -470)
(12, 1442, 25)
(12, 2011, -798)
(12, 1542, -636)
(12, 520, -365)
(12, 2295, -835)
(12, 586, -982)
(12, 706, -534)
(12, 1534, 244)
(12, 2285, -718)
(12, 1368, -912)
(12, 1841, -672)
(12, 1679, -549)
(12, 226, -846)
(12, 484, -913)
(12, 610, -973)
(12, 1334, 763)
(12, 2593, -615)
(12, 19, -1022)
(12, 621, -753)
(12, 1690, -121)
